Código;Nome;Categoria;Stock;Valor Unit.;Valor Total
;RC Cat Gastro Intestinal  - 2kg;Felídeos - Ração - Seca;0.00;0;0
;RC Dog Urinary S/O 2kg;Canídeos - Ração - Seca;1.00;10,93;10,93
;Agulha 21G (verde) *f - Caixa;Consumíveis;19.00;46,17;46,17
;Omnimatrix pomada 60g;Medicamentos;0.00;0;0
;AD Dog Sensitive Salmon and Rice 12kg;Canídeos - Ração - Seca;0.00;0;0
;Cyclavance 100mg/ml 5ml;Medicamentos;0.00;0;0
;Agulha 20G (amarelo) *f - Caixa;Consumíveis;8.00;20,24;20,24
;SP CRD-1 Weight Reduction 1.6Kg;Canídeos - Ração - Seca;4.00;0;0
;Onsior 10mg - Caixa (30 comprimido);Medicamentos;0.00;0;0
;Cutania Champô Glycoat 355ml + Spray PACK;Bem-estar Animal;0.00;0;0
;Cyclavance 100mg/ml 30ml;Medicamentos;0.00;0;0
;Zentonil Plus 200 - 30 comprimidos;Suplemento;0.00;0;0
;Fato pós-cirurgia cão Tm11 Macho Dry - Azul;Bem-estar Animal;2.00;60,2;60,2
;Areia Sanicat Evolution Adult 6 Lt - NAO EXISTE;Bem-estar Animal;0.00;0;0
;Instinct Dog No Grain Mini Adult Beef Paté 150g;Canídeos - Ração - Húmida;0.00;0;0
;Zentonil Plus 400 - 30 comprimidos;Suplemento;0.00;0;0
;TOW GATO TRUTA 2KG - Canyon River;Felídeos - Ração - Seca;0.00;0;0
;AD Dog Renal Failure 12kg;Canídeos - Ração - Seca;0.00;0;0
;Fato pós-cirurgia cão Tm04 Macho Dry - Azul;Bem-estar Animal;3.00;65,4;65,4
;Instinct Dog No Grain Mini Adult Turkey Paté 150g;Canídeos - Ração - Húmida;0.00;0;0
;Feliway spray 20ml;Bem-estar Animal;4.00;30,8;30,8
;RC Dog Diabetic Special Low Carb - Lata 195g;Canídeos - Ração - Húmida;0.00;0;0
;Abelia Tris Zn-Otic 118ml;Suplemento;0.00;0;0
;Agrafador cirurgico;Consumíveis;2.00;10,46;10,46
;Zentonil Advanced 100 - 30 comprimidos;Suplemento;0.00;0;0
;TOW Taste Of The Wild - Rocky Mountain Veado - 2kg;Felídeos - Rações;0.00;0;0
;Calmex - Comprimido;Medicamentos;0.00;0;0
;Betamox 500+50mg (Amoxicilina + Ácido clavulânico) - ampola 10ml;Injectáveis;11.00;37,51;37,51
;Omnimatrix Creme 250g;Suplemento;2.00;45,68;45,68
;Metrotab (metronidazol) 1000mg - comprimido;Medicamentos;50.00;44,5;44,5
;Zentonil Advanced 200 - 30 comprimidos;Suplemento;0.00;0;0
;Lança comprimidos;Bem-estar Animal;8.00;9,52;9,52
;Fato pós-cirurgia cão Tm06 Macho Dry - Macho;Bem-estar Animal;3.00;0;0
;TOW CÃO SMALL BREED VEADO 5,6KG - App Valley;Canídeos - Ração - Seca;0.00;0;0
;Dialix oxalato 300gr;Suplemento;1.00;24,51;24,51
;Dialix Lespedeza 5 - 60 chews;Suplemento;2.00;44,52;44,52
;Ipakitine cão / gato 60g;Suplemento;2.00;28,88;28,88
;Lesperim Lespedeza 100mg - embalagem;Suplemento;0.00;0;0
;Trazodona 150mg - Comprimido;Medicamentos;53.00;6,36;6,36
;Zinmel pomada 50mL;Medicamentos;0.00;0;0
;Purina Proplan Dermatosis Cão (DRM) 3Kg;Canídeos - Ração - Seca;0.00;0;0
;Compressa em não tecido 10*10cm *f;Consumíveis;80.00;70,4;70,4
;Zentonil Advanced 400 - 30 comprimidos;Suplemento;0.00;0;0
;SP FDD-HY Food Allergy Management HY* 0,4 KG;Felídeos - Ração - Seca;0.00;0;0
;Rheumocan/Inflacam (meloxicam) sol. oral 1,5mg/ml - Frasco 20/50/100ml;Medicamentos;0.00;0;0
;Ophtocycline 10mg/G - Pomada Oftálmica 5gr;Medicamentos;0.00;0;0
;Cosacthen (ACTH) - ampola de 1ml;Medicamentos;0.00;0;0
;Purina Proplan Dermatosis Cão (DRM) 12Kg;Canídeos - Ração - Seca;0.00;0;0
;Advocate Cão - 1,0ml - (4-10kg) - caixa *c;Canídeos - Desp.externo - Pipeta;0.00;0;0
;Comfortis 270mg (3,7-5,4kg) - comprimido;Canídeos e Felídeos - Desp.externo - Comprimido;0.00;0;0
;Atopica gato oral 5mg/ml 5ml;Medicamentos;0.00;0;0
;Impromune - blister de 10 comprimidos;Suplemento;0.00;0;0
;Librela 5mg - caixa de 2 injetaveis;Medicamentos;0.00;0;0
;Ownat Dog Grain Free Just Salmon/Seafood 3kg;Canídeos - Ração - Seca;0.00;0;0
;Advocate Cão - 1,0ml - (4-10kg) - pipeta;Canídeos - Desp.externo - Pipeta;0.00;0;0
;Baytril 10% - frasco 100ml *f;Medicamentos;0.00;0;0
;Spinocan 25G 3'' 75mm (agulha p/cistocentese);Consumíveis;6.00;10,62;10,62
;Applaws Cat Chicken Breast with Wild Rice 70g;Felídeos - Ração - Húmida;0.00;0;0
;Ác. Ursodesoxicólico - Embalagem De 180 Un.;Medicamentos;0.00;0;0
;Ownat Dog Classic Light 12kg;Canídeos - Ração - Seca;0.00;0;0
;Baytril 25mg/ml - 8,5ml (oral gato);Medicamentos;0.00;0;0
;Fio sutura 4/0 (Dafilon);Consumíveis;0.00;0;0
;Asthenodex (Dexmedetomidina) - ml *f;Injectáveis;1.00;29,03;29,03
;PEITORAL PUPPIA SOFT CAMUFLADO XL;Bem-estar Animal;0.00;0;0
;AD Cat Obesity / Weight Balance 8Kg;Felídeos - Ração - Seca;1.00;45,48;45,48
;Schesir Gato Atum/Lula 40g - Sopa;Felídeos - Ração - Húmida;1.00;0,69;0,69
;Schesir Cão Frango/Carne 150g - latinha;Canídeos - Ração - Húmida;2.00;3,34;3,34
;Ownat Classic Kitten 1.5kg;Felídeos - Ração - Seca;0.00;0;0
;Pipeta Pasteur 3ml *f;Consumíveis;300.00;6;6
;Apoquel 16mg - blister 10 comprimidos;Medicamentos;2.00;40,1;40,1
;Parvulyte 50g;Suplemento;0.00;0;0
;Colar 25 confort;Consumíveis;13.00;60,58;60,58
;Schesir Gato Atum/Algas 85g - latinha;Felídeos - Ração - Húmida;5.00;6;6
;Schesir Gato Atum/Robalo 85g - latinha;Felídeos - Ração - Húmida;1.00;1,2;1,2
;Dofatrimject (trimetropin + sulfa) - 100ml *f;Injectáveis;0.00;0;0
;Ermidrá - spray;Medicamentos;0.00;0;0
;TOW CÃO PUPPY SALMÃO 2KG - Pacific Salmão;Canídeos - Ração - Seca;0.00;0;0
;Ypozane 15mg - 7 comprimidos;Medicamentos;0.00;0;0
;TOW CÃO ADULTO VEADO 12,2KG;Canídeos - Ração - Seca;0.00;0;0
;WeGastro - uma embalagem;Suplemento;2.00;0;0
;Montain Hay (Feno Montanha) - Menta 500g;Bem-estar Animal;0.00;0;0
;Areia Absorvente Gato 5kg/8L;Bem-estar Animal;0.00;0;0
;Prednicortone/ Hedylon (Prednisolona) 5mg - comprimido;Medicamentos;570.00;91,2;91,2
;Giardiose - Teste rápido;Análises - Simples;0.00;0;0
;TOW CÃO PUPPY SALMÃO 5,6KG - Pacific Salmão;Canídeos - Ração - Seca;0.00;0;0
;SP FOD-HY Allergy Management Plus HY* 2 KG;Felídeos - Ração - Seca;1.00;0;0
;Applaws Cat Adult Chicken and Lamb 2kg;Felídeos - Ração - Seca;0.00;0;0
;Kit bioquímicas NSAIDS 5 + 1 rácio - NÃO EXISTE;Análises - Pack ;0.00;0;0
;Nature Feno Timothy - cenoura & abóbora 500g;Leporídeos - Ração - Seca;0.00;0;0
;Nutribird P15 TR - Manutenção Papagaios 3kg;Outros;0.00;0;0
;Solu-medrol 125mg/2ml - 1 ampola *f;Injectáveis;1.00;3,94;3,94
;Applaws Cat Chicken and Aspargus 70g;Felídeos - Ração - Húmida;0.00;0;0
;SP CXD-S ADULT SMALL BREED 1 KG;Canídeos - Ração - Seca;0.00;0;0
;Prednicortone 20mg - comprimido;Medicamentos;169.00;60,84;60,84
;TOW CÃO ADULTO SALMÃO 2KG - Pacific Stream;Canídeos - Ração;0.00;0;0
;Nature Feno Timothy - beterraba & tomate 500g;Leporídeos - Ração - Seca;2.00;9,36;9,36
;SP CRD-2 Weight Control 12kg;Canídeos - Ração - Seca;0.00;0;0
;Mirataz Mirtazapina 20mg/g - Pomada 3g;Medicamentos;3.00;74,1;74,1
;Purina Proplan Renal Gato (NF AC) 5Kg;Felídeos - Ração - Seca;1.00;33,27;33,27
;Purina Proplan Renal Cão 3Kg;Canídeos - Ração - Seca;0.00;0;0
;Luvas de exame L;Consumíveis;0.00;0;0
;KCl - Cloreto de potássio - 10ml *f;Medicamentos;0.00;0;0
;Furosoral 40mg - comprimido;Medicamentos;0.00;0;0
;TOW CÃO ADULTO SALMÃO 5,6KG - Pacific Stream;Canídeos - Ração - Seca;0.00;0;0
;Applaws Cat Kitten Frango - Lata 70g;Felídeos - Ração - Húmida;0.00;0;0
;Nature Feno Timothy - 1kg;Leporídeos - Ração - Seca;0.00;0;0
;Schesir Gato Atum/Quinoa 85g - latinha/saqueta;Felídeos - Ração - Húmida;5.00;6;6
;HPM U1 Dog Dissolution & Prevention 3Kg;Canídeos - Ração - Seca;0.00;0;0
;Conecta 450ml;Suplemento;0.00;0;0
;Clomicalm 80mg - embalagem de 30 comprimidos;Medicamentos;0.00;0;0
;Sonda de alimentação nasogástrica (felinos CH5 50cm);Consumíveis;3.00;0,69;0,69
;Applaws Cat Kitten Atum - Lata 70g;Felídeos - Ração - Húmida;0.00;0;0
;VL Cuni Junior Complete 1,75kg;Leporídeos - Ração - Seca;0.00;0;0
;TOW Prey Gato Peru 6,8Kg;Felídeos - Ração - Seca;0.00;0;0
;Conecta plus 450ml;Suplemento;0.00;0;0
;Fio sutura 4/0 O (Monosyn HR22);Consumíveis;50.00;153;153
;Compressa hiper-absorvente em não tecido *f;Consumíveis;20.00;3,4;3,4
;Stronghold Plus gato 2,5kg (menos de) - pipeta;Felídeos - Desp.interno e externo - Pipeta;0.00;0;0
;RC Cat Mother and Baby - Lata 195g;Felídeos - Ração - Húmida;24.00;44,16;44,16
;Applaws Cat Kitten Sardinha - Lata 70g;Felídeos - Ração - Húmida;0.00;0;0
;Nature snacks hay bale cornflower 70g;Leporídeos - Ração - Seca;0.00;0;0
;Bravecto gato Plus (2,8-6,25Kg);Felídeos - Desp.interno e externo - Pipeta;13.00;233,48;233,48
;Advocate 400 - 25 a 40kg - embalagem de 3un;Canídeos - Desp.interno e externo - Pipeta;0.00;0;0
;Gingiva gatos - 30 snacks;Suplemento;0.00;0;0
;Clavusan (amoxicilina + ác. clavulânico) 250 + 62,5mg - comprimido;Medicamentos;449.00;269,4;269,4
;Capa de termómetro - embalagem *f;Consumíveis;1150.00;46;46
;Fio sutura 2/0 (Safil);Consumíveis;11.00;16,61;16,61
;Areia Absorvente Gato 10kg/16L;Bem-estar Animal;0.00;0;0
;Nisinject / Noroclav / Synulox - Frasco *f;Injectáveis;0.00;0;0
;Stronghold Plus gato 2,6-5,0kg - pipeta;Felídeos - Desp.interno e externo - Pipeta;0.00;0;0
;RC Cat Senior ST2 400g;Felídeos - Ração - Seca;0.00;0;0
;Fato pós-cirurgia cão Tm00 Macho/Fêmea - Rosa;Bem-estar Animal;0.00;0;0
;Álcool 70% 250ml;Consumíveis;17.00;9,69;9,69
;Nature snacks hay bale dandelion 70g;Leporídeos - Ração - Seca;0.00;0;0
;Lifo Scrub 500ml;Consumíveis;1.00;9,35;9,35
;Fio sutura 0 T (Monosyn);Consumíveis;0.00;0;0
;PEITORAL PUPPIA SOFT AZUL ESC XS;Bem-estar Animal;0.00;0;0
;Álcool Gel Anti-Séptico - 5kg;Consumíveis;1.00;15,99;15,99
;Feliscratch - embalagem de 9 pipetas;Bem-estar Animal;0.00;0;0
;Croc complete ervas 50g;Leporídeos - Ração - Seca;0.00;0;0
;Felimazole 5mg emb. 100comp.;Medicamentos;0.00;0;0
;Softaskin 500ml;Consumíveis;1.00;4,58;4,58
;SP CCD Struvite Management 2Kg;Canídeos - Ração - Seca;0.00;0;0
;PEITORAL PUPPIA SOFT AZUL ESC S;Bem-estar Animal;0.00;0;0
;Fato pós-cirurgia cão Tm10 Macho/Fêmea - Verde;Bem-estar Animal;0.00;0;0
;Croc complete bagas 50g;Leporídeos - Ração - Seca;0.00;0;0
;Cetirizina 10mg - comprimido;Medicamentos;32.00;9,28;9,28
;Promanum Pure Sol Etanol 500ml;Consumíveis;1.00;7,11;7,11
;Luvas de exame S;Consumíveis;8.00;34,64;34,64
;Fio sutura 0 (Safil);Consumíveis;12.00;39,96;39,96
;Apoquel 03,6mg - blister 10 comprimidos;Medicamentos;0.00;0;0
;PEITORAL PUPPIA SOFT AZUL ESC M;Bem-estar Animal;1.00;0;0
;Itraconazol 100mg - 1 cápsula;Medicamentos;0.00;0;0
;SP FGD Senior 400g;Felídeos - Ração - Seca;0.00;0;0
;Zelys 1,25mg - blister - 12 Comprimidos;Medicamentos;0.00;0;0
;Areia Sanicat Active Gold 6l;Bem-estar Animal;2.00;15,58;15,58
;Ownat Cat Just Grain Free Sterilized 400g;Felídeos - Ração - Seca;0.00;0;0
;Luvas de cirurgia 6.5 - Powder free *f;Consumíveis;0.00;0;0
;PEITORAL PUPPIA SOFT AZUL ESC L;Bem-estar Animal;0.00;0;0
;AD Dog Urinary 12kg;Canídeos - Ração - Seca;0.00;0;0
;VL Cuni Adult Complete 0,5kg;Leporídeos - Ração;0.00;0;0
;Roferon (frasco pré preparado 100ml);Medicamentos;0.00;0;0
;Amicacina 250mg/ml - 1 ampola;Medicamentos;0.00;0;0
;AD Cat Gastroenteric Sensitive 400g;Felídeos - Ração - Seca;0.00;0;0
;Flexadine Advance Gatos - 30 comprimidos;Suplemento;0.00;0;0
;Ownat Cat Just Grain Free Sterilized Chicken 8kg;Felídeos - Ração - Seca;0.00;0;0
;RC Dog Gastro Intestinal PUPPY - 1kg;Canídeos - Ração - Seca;1.00;7,48;7,48
;Máscara de cirurgia *f;Consumíveis;4.00;9,76;9,76
;PEITORAL PUPPIA SOFT AZUL ESC XL;Bem-estar Animal;0.00;0;0
;Dermoscent Essential6 dog 0-10kg - pipeta;Suplemento;16.00;53,44;53,44
;Fato Pós-Cirurgia gato Tm01 Dry - Verde - NÃO EXISTE;Bem-estar Animal;0.00;0;0
;Feliway Friend Difusor + Recarga 48ml;Suplemento;0.00;0;0
;AD Cat Urinary 400g;Felídeos - Ração - Seca;0.00;0;0
;Schesir Gato Frango/Presunto 85g - latinha;Felídeos - Ração - Húmida;5.00;6;6
;Ownat Cat Just Grain Free Sterilized Fish 8kg;Felídeos - Ração - Seca;0.00;0;0
;Touca de cirurgia *f;Consumíveis;100.00;3;3
;PEITORAL PUPPIA SOFT AZUL ESC XXL;Bem-estar Animal;0.00;0;0
;Dermoscent Essential6 dog 10-20kg - pipeta;Suplemento;0.00;0;0
;Fato pós-cirurgia gato Tm03 Dry Macho/Fêmea - Verde;Bem-estar Animal;0.00;0;0
;Multiva Calming Cats - embalagem;Suplemento;0.00;0;0
;HPM Senior Dog Large & Medium 3Kg;Canídeos - Ração - Seca;0.00;0;0
;Ownat Cat Classic Light 4kg;Felídeos - Ração - Seca;0.00;0;0
;Algodão *f;Consumíveis;0.00;0;0
;PEITORAL PUPPIA SOFT ROSA XS;Bem-estar Animal;0.00;0;0
;Dermoscent Essential6 dog 20-40kg - pipeta;Suplemento;0.00;0;0
;Dialix R cão - embalagem;Suplemento;0.00;0;0
;Cefalexina 250mg (Cefabactin / Cephacare) - comprimido;Medicamentos;56.00;33,04;33,04
;Cytopoint 10mg - uma embalagem 2 frasquinhos;Medicamentos;1.00;76,27;76,27
;Hyaloral - Caixa 120 comprimidos;Suplemento;0.00;0;0
;Ownat Cat Classic Sterilized 400g;Felídeos - Ração - Seca;0.00;0;0
;Purina Proplan Diabetes Gato (DM) 5Kg;Felídeos - Ração - Seca;0.00;0;0
;Cotonetes *f;Consumíveis;1.00;0,46;0,46
;Transportadora 48x31,5x31cm;Bem-estar Animal;0.00;0;0
;Panolog - pomada 15ml;Medicamentos;0.00;0;0
;Kong extreme black - L;Bem-estar Animal;0.00;0;0
;PEITORAL PUPPIA SOFT ROSA S;Bem-estar Animal;0.00;0;0
;Dermoscent Pyoclean OTO - pipeta;Tratamentos;15.00;17,55;17,55
;Dialix R felino - embalagem;Suplemento;0.00;0;0
;Schesir Gato Atum/Anchovas/Batata doce/Arando 85g - latinha;Felídeos - Ração - Húmida;0.00;0;0
;Ownat Cat Classic Sterilized 15kg;Felídeos - Ração - Seca;1.00;29,03;29,03
;SP COD-HY ALLERGY MANAGEMENT PLUS HY* 2Kg;Canídeos - Ração - Seca;0.00;0;0
;SP Amostra CPD-M Puppy Medium Breed (puppy);Canídeos - Ração - Seca;0.00;0;0
;PEITORAL PUPPIA SOFT ROSA M;Bem-estar Animal;0.00;0;0
;Dialix Lespedeza 15 - 60 chews;Suplemento;6.00;0;0
;Purina Proplan Renal Gato (NF EC) 350g;Felídeos - Ração - Seca;0.00;0;0
;Schesir Gato Peixes água salgada/Abóbora/Pêra 85g - latinha;Felídeos - Ração - Húmida;2.00;2,4;2,4
;Ownat Cat Renal 3kg;Felídeos - Ração - Seca;5.00;68,05;68,05
;SP F/C-IN-W INTENSIVE SUPPORT 95 GR;Canideos e Felídeos - Ração - Húmida;0.00;0;0
;Bola guloseimas vermelha catmosphere;Bem-estar Animal;1.00;5,39;5,39
;SP Amostra CPD-S Puppy Small Breed (puppy);Canídeos - Ração - Seca;0.00;0;0
;PEITORAL PUPPIA SOFT ROSA L;Bem-estar Animal;1.00;10,53;10,53
;Fato pós-cirurgia gato Tm0 Dry - Azul/Verde/Rosa;Bem-estar Animal;1.00;0;0
;Tris-Nac (EDTA + acetilcisteína) - embalagem 120ml;Tratamentos;0.00;0;0
;Purina Proplan Renal Cão (NF) 3Kg;Canídeos - Ração - Seca;0.00;0;0
;Ownat Dog Dermatologic 10kg;Canídeos - Ração - Seca;0.00;0;0
;WeJoint Plus R. Medias - caixa de 30 comprimidos;Suplemento;1.00;11,87;11,87
;Ermidrá - espuma;Medicamentos;0.00;0;0
;Plaque Ex Forte;Bem-estar Animal;0.00;0;0
;Easotic - gotas auriculares 10 ml;Medicamentos;1.00;15,78;15,78
;PEITORAL PUPPIA SOFT ROSA XXL;Bem-estar Animal;1.00;13,19;13,19
;Solensia - 1 frasco;Medicamentos;5.00;196,4;196,4
;Dorzoglau 20mg/ml - colírio 5ml;Medicamentos;0.00;0;0
;Purina Proplan Renal Cão (NF) 12Kg;Canídeos - Ração - Seca;0.00;0;0
;Ownat Cat Veal & Turkey - Saqueta 85g;Felídeos - Ração - Húmida;0.00;0;0
;Omniflora - Saqueta 2g;Suplemento;0.00;0;0
;Lisina Aid Gel;Medicamentos;0.00;0;0
;Pano campo 45x60;Consumíveis;0.00;0;0
;Onsior Gato - 1 Comprimido;Medicamentos;65.00;63,7;63,7
;Marbofloxacina (Marfloxin) 5mg - comprimido;Medicamentos;134.00;37,52;37,52
;PEITORAL PUPPIA SOFT VERMELHO XS;Bem-estar Animal;1.00;10,53;10,53
;Condrovet - embalagem de 45 comprimidos;Suplemento;0.00;0;0
;Dermoscent Pyospot 0-10kg - pipeta;Tratamentos;0.00;0;0
;Nelio (benazepril) 2,5mg - blister de 10 comprimidos;Medicamentos;0.00;0;0
;RC Dog High Fibre - 2kg;Canídeos - Ração - Seca;0.00;0;0
;RC Cat Renal Special - 400g;Felídeos - Ração - Seca;1.00;5,01;5,01
;Orafungil - griseofulvina 150mg 32 comprimidos;Medicamentos;0.00;0;0
;Purina Proplan Neurocare Cão (NC) 12Kg;Canídeos - Ração - Seca;0.00;0;0
;Ownat Dog Lamb With Potatoes - lata 395g;Canídeos - Ração - Húmida;0.00;0;0
;Seringa 50ml *f;Consumíveis;0.00;0;0
;Pano campo 60x90;Consumíveis;0.00;0;0
;Marcador Raidex - verde;Animais de produção - Consumíveis;0.00;0;0
;TOW CÃO ADULTO JAVALI 12,2KG - Southwest Canion;Canídeos - Ração - Seca;0.00;0;0
;Feliway Difusor + Recarga 48 Ml;Suplemento;0.00;0;0
;Marbofloxacina (Marfloxin/Cruxial) 80mg - comprimido;Medicamentos;92.00;68,08;68,08
;PEITORAL PUPPIA SOFT VERMELHO S;Bem-estar Animal;0.00;0;0
;Dermoscent Pyospot 10-20kg - pipeta;Tratamentos;0.00;0;0
;Prevendog - 1 coleira 60cm;Canídeos - Desp.externo - Coleira;6.00;58,14;58,14
;VEGGIEDENT FR3SH L (15 Unidade);Bem-estar Animal;3.00;20,64;20,64
;WeJoint Plus BISCOITOS R. Médias - caixa 30 unidades;Suplemento;0.00;0;0
;Luvas de cirurgia 7.0 - Powdered *f;Consumíveis;151.00;64,93;64,93
;Felimazole 2,5mg emb. 100comp.;Medicamentos;0.00;0;0
;Urovet-C 50g;Suplemento;0.00;0;0
;PEITORAL PUPPIA SOFT VERMELHO M;Bem-estar Animal;0.00;0;0
;Dermoscent Pyospot 20-40kg - pipeta;Tratamentos;0.00;0;0
;HPM W1 Cat Loss&Diabetes 1.5Kg;Felídeos - Ração - Seca;0.00;0;0
;Prevendog - 1 coleira 75cm;Canídeos - Desp.externo - Coleira;7.00;93,73;93,73
;Anestocil Colirio 10ml *f;Medicamentos;0.00;0;0
;Multivac 9 *f;Animais de Produção - Vacinas;0.00;0;0
;SP COW-HY Allergy Management Plus 300g;Canídeos - Ração - Húmida;0.00;0;0
;PEITORAL PUPPIA SOFT VERMELHO L;Bem-estar Animal;0.00;0;0
;Aureodermil 5mg/g - pomada oftálmica 5g;Medicamentos;32.00;242,24;242,24
;AD Dog Mini Puppy Chicken and Rice 700g;Canídeos - Ração - Seca;0.00;0;0
;Schesir Gato Atum/Aloe 85g - latinha;Felídeos - Ração - Húmida;0.00;0;0
;Ataxxa 1250/250mg Cão 10-25Kg - pipeta;Canídeos - Desp.externo - Pipeta;17.00;56,1;56,1
;Tropicil Colirio 10ml *f;Medicamentos;0.00;0;0
;SP FOW-HY Allergy Management Plus 100g;Felídeos - Ração - Húmida;0.00;0;0
;PEITORAL PUPPIA SOFT VERMELHO XL;Bem-estar Animal;2.00;23,72;23,72
;Adrocil 5mg/ml - colírio 10ml;Medicamentos;27.00;0;0
;Omnicondro Pro Rapid - Blister de 10 comprimidos;Suplemento;32.00;206,72;206,72
;Cladaxxa/Nicilan/Clavucill/Synulox 40+10mg (amoxicilina + ácido clavulânico) - comprimido;Medicamentos;250.00;40;40
;Schesir Gato Frango/Arroz 85g - latinha;Felídeos - Ração - Húmida;0.00;0;0
;IRC VET - embalagem de 60 comprimidos;Suplemento;0.00;0;0
;Churu Dog Bites Frango c/ Atum - Saqueta (8x96g);Canídeos - Ração;22.00;80,96;80,96
;Vacina pentavalente DHPPi/Lmulti;Canídeos - Vacinas;0.00;0;0
;PEITORAL PUPPIA SOFT VERMELHO XXL;Bem-estar Animal;0.00;0;0
;Corticil - pomada oftálmica 5g;Medicamentos;1.00;7,59;7,59
;Credelio gato 0.5-2kg 12mg - comprimido;Felídeos - Desp.externo - Comprimido;43.00;172,43;172,43
;Schesir Cachorro Frango/Aloe 150g - latinha;Canídeos - Ração - Húmida;0.00;0;0
;LysinViral Plus - embalagem de 50ml;Suplemento;0.00;0;0
;Teste de Schirmer - tira (2);Análises;41.00;26,24;26,24
;SP CDD-HY Food Allergy Management 2Kg;Canídeos - Ração - Seca;0.00;0;0
;Minipres 1mg - caixa de 60 comprimidos;Medicamentos;0.00;0;0
;TRELA PUPPIA 2 TONS AZUL ESC M;Bem-estar Animal;1.00;4,43;4,43
;Homatrocil 1mg/ml - colírio 5ml;Medicamentos;1.00;8;8
;Kimimove support - embalagem 120 comprimidos;Suplemento;0.00;0;0
;Schesir NS Gato Esterilizado Atum 350g;Felídeos - Ração - Seca;0.00;0;0
;Plasmoral Digest raças peq/med - 1 saqueta;Suplemento;0.00;0;0
;Purina Proplan Hypoallergenic Cão (HA) 7Kg;Canídeos - Ração - Seca;0.00;0;0
;Spray raidex 400 - azul;Animais de produção - Consumíveis;0.00;0;0
;Axitol Pan - Solução oral 100ml;Suplemento;0.00;0;0
;TRELA PUPPIA 2 TONS AZUL ESC L;Bem-estar Animal;0.00;0;0
;Garrafa óleo 100ml Heiniger;Consumíveis;1.00;4,83;4,83
;Sporimune gato oral 50mg/ml 25ml;Medicamentos;0.00;0;0
;Schesir NS Gato Esterilizado Pato 350g;Felídeos - Ração - Seca;0.00;0;0
;Oleoderm - bister de 10 capsulas;Suplemento;0.00;0;0
;Churu Vet Cat Nourish Atum/Frango - Saqueta 14g;Felídeos - Rações;23.00;10,12;10,12
;Vacina Tosse do canil - Versican BB Oral;Medicamentos;10.00;96,7;96,7
;Fato pós-cirurgia gato Tm05 Dry Macho/Fêmea - Verde;Bem-estar Animal;0.00;0;0
;Libeo 10mg - Caixa 120 comprimidos;Medicamentos;0.00;0;0
;Spray raidex 400 - vermelho;Animais de produção - Consumíveis;0.00;0;0
;TRELA PUPPIA 2 TONS ROSA M;Bem-estar Animal;1.00;4,43;4,43
;Fato pós-cirurgia cão Tm05 Macho/Fêmea Dry - Roxo/Rosa/Verde;Bem-estar Animal;4.00;89,6;89,6
;Demélant poils longs 400ml spray perfume;Bem-estar Animal;0.00;0;0
;Schesir NS Gato Delicado Frango 350g;Felídeos - Ração - Seca;0.00;0;0
;DaForte - embalagem de 20ml;Suplemento;0.00;0;0
;Churu Vet Cat Diet Atum/Frango - Saqueta 14g;Felídeos - Ração - Húmida;0.00;0;0
;AD Dog Atopic Truta 12kg;Canídeos - Ração - Seca;3.00;133,02;133,02
;Seringa revólver 50cc;Animais de produção - Consumíveis;0.00;0;0
;Fato pós-cirurgia cão Tm10 Macho/Fêmea Dry - Rosa/Verde;Bem-estar Animal;1.00;29,21;29,21
;TRELA PUPPIA 2 TONS ROSA L;Bem-estar Animal;0.00;0;0
;WeConfort - embalagem de 30 cápsulas;Suplemento;90.00;926,1;926,1
;RC Cat Urinary S/O - 400g;Felídeos - Ração - Seca;1.00;4,67;4,67
;Churu Cat Bites Atum c/ Frango - Saqueta (3x10g);Felídeos - Rações;8.00;14,96;14,96
;Amanova Cão Irresistible Beef 300g;Canídeos - Ração - Húmida;32.00;73,92;73,92
;Manipulado cotrimoxazol;Medicamentos;0.00;0;0
;TRELA PUPPIA 2 TONS VERMELHO M;Bem-estar Animal;0.00;0;0
;TOW GATO CODORNIZ 2KG - Lowland Creek;Felídeos - Ração - Seca;0.00;0;0
;Churu Cat Bites Frango - Saqueta (3x10g);Felídeos - Rações;8.00;14,96;14,96
;Amanova Cão Exquisite Chicken 100g;Canídeos - Ração - Húmida;3.00;2,58;2,58
;Oralade gato 150ml - NAO EXISTE;Suplemento;0.00;0;0
;Kong classic red - S;Bem-estar Animal;0.00;0;0
;TRELA PUPPIA 2 TONS VERMELHO L;Bem-estar Animal;0.00;0;0
;Depo-medrol 40mg/ml - 1 ampola *f;Medicamentos;8.00;12,24;12,24
;AD DENTAL CARE MINI - 360GR;Canídeos - Ração - Seca;0.00;0;0
;TOW GATO CODORNIZ 6.6KG - Lowland Creek;Felídeos - Ração - Seca;0.00;0;0
;Churu Cat Hairball Control Atum - Saqueta (4x14g);Felídeos - Rações;14.00;23,52;23,52
;Dialix Bladder Control Plus 60 Chews - Embalagem;Suplemento;0.00;0;0
;Amanova Cão Iberian Pork  300g;Canídeos - Ração - Húmida;7.00;16,1;16,1
;Kong classic red - M;Bem-estar Animal;0.00;0;0
;SP FCD CRYSTAL PREV/MANAG 1,2 KG - não existe;Felídeos - Ração - Seca;0.00;0;0
;Churu Cat Hairball Control Frango - Saqueta (4x14g);Felídeos - Rações;12.00;20,16;20,16
